ogc_fid,Longitude,x_coordinate_address,x_coordinate_zip,property_id,street_name,x_coordinate_city,census_year,Latitude,parking_type,block_id,clue_small_area,parking_spaces,base_property_id,x_coordinate_state,FID,Area of Interest
92162,144.989737,,,104301,16-18 George Street,,2017,-37.8154895,Residential,605,East Melbourne,1,104301,,com_clue_offstreet_car_parking_2017.92162,Off Street Parking
92163,144.9682868,,,102774,18-40 Queensberry Street,,2017,-37.80482036,Private,251,Carlton,23,102774,,com_clue_offstreet_car_parking_2017.92163,Off Street Parking
92164,144.9523854,,,101966,30-44 Chetwynd Street,,2017,-37.80708118,Residential,432,West Melbourne (Residential),81,101966,,com_clue_offstreet_car_parking_2017.92164,Off Street Parking
92166,144.9638907,,,109845,110-120 Victoria Street,,2017,-37.80601034,Private,265,Carlton,265,109845,,com_clue_offstreet_car_parking_2017.92166,Off Street Parking
92169,144.9571386,,,110402,344 City Road,,2017,-37.82797218,Private,730,Southbank,22,110402,,com_clue_offstreet_car_parking_2017.92169,Off Street Parking
92170,144.9682255,,,103135,190 Elgin Street,,2017,-37.79698714,Private,214,Carlton,1,103135,,com_clue_offstreet_car_parking_2017.92170,Off Street Parking
92173,144.9589341,,,101055,182-200 Berkeley Street,,2017,-37.80104623,Private,240,Carlton,41,101055,,com_clue_offstreet_car_parking_2017.92173,Off Street Parking
92174,144.9488145,,,107858,5 Queensberry Place,,2017,-37.8025308,Residential,346,North Melbourne,1,107858,,com_clue_offstreet_car_parking_2017.92174,Off Street Parking
92175,144.9665264,,,103116,235 Elgin Street,,2017,-37.79727752,Residential,207,Carlton,1,103116,,com_clue_offstreet_car_parking_2017.92175,Off Street Parking
92179,144.9440598,,,559304,696-710 Queensberry Street,,2017,-37.80217745,Residential,335,North Melbourne,26,559304,,com_clue_offstreet_car_parking_2017.92179,Off Street Parking
92180,144.9555529,,,101159,607-619 Bourke Street,,2017,-37.81677365,Private,41,Melbourne (CBD),36,101159,,com_clue_offstreet_car_parking_2017.92180,Off Street Parking
92182,144.9451292,,,100022,185 Abbotsford Street,,2017,-37.80308649,Residential,342,North Melbourne,1,100022,,com_clue_offstreet_car_parking_2017.92182,Off Street Parking
92183,144.9451186,,,100021,183 Abbotsford Street,,2017,-37.80313101,Residential,342,North Melbourne,1,100021,,com_clue_offstreet_car_parking_2017.92183,Off Street Parking
92184,144.9507112,,,100531,46 Arden Street,,2017,-37.80086237,Residential,371,North Melbourne,1,100531,,com_clue_offstreet_car_parking_2017.92184,Off Street Parking
92188,144.9847808,,,104964,161-163 Hotham Street,,2017,-37.81440559,Residential,617,East Melbourne,1,104964,,com_clue_offstreet_car_parking_2017.92188,Off Street Parking
92189,144.9860206,,,107678,92 Powlett Street,,2017,-37.81372837,Residential,609,East Melbourne,2,107678,,com_clue_offstreet_car_parking_2017.92189,Off Street Parking
92190,144.963938,,,109374,538-544 Swanston Street,,2017,-37.80404175,Private,255,Carlton,75,109374,,com_clue_offstreet_car_parking_2017.92190,Off Street Parking
92191,144.9572682,,,107879,321-323 Queensberry Street,,2017,-37.8041328,Private,359,North Melbourne,4,107879,,com_clue_offstreet_car_parking_2017.92191,Off Street Parking
92193,144.943969,,,604124,816-828 Bourke Street,,2017,-37.81927362,Private,1108,Docklands,135,604124,,com_clue_offstreet_car_parking_2017.92193,Off Street Parking
92195,144.9583113,,,108082,341-351 Queen Street,,2017,-37.81043698,Private,93,Melbourne (CBD),16,108082,,com_clue_offstreet_car_parking_2017.92195,Off Street Parking
92196,144.9383111,,,109160,10-16 Steel Street,,2017,-37.79589534,Private,309,North Melbourne,2,109160,,com_clue_offstreet_car_parking_2017.92196,Off Street Parking
92202,144.9548706,,,557198,10 Capel Place,,2017,-37.80417759,Residential,357,North Melbourne,2,557198,,com_clue_offstreet_car_parking_2017.92202,Off Street Parking
92204,144.9525118,,,101940,155-157 Chetwynd Street,,2017,-37.80209094,Residential,368,North Melbourne,1,101940,,com_clue_offstreet_car_parking_2017.92204,Off Street Parking
92207,144.9645668,,,559161,3-7 Riverside Quay,,2017,-37.82166549,Residential,801,Southbank,1000,559161,,com_clue_offstreet_car_parking_2017.92207,Off Street Parking
92208,144.9686338,,,110736,130-200 St Kilda Road,,2017,-37.82281707,Commercial,752,Southbank,850,110736,,com_clue_offstreet_car_parking_2017.92208,Off Street Parking
92209,144.9681987,,,558135,186-192 Faraday Street,,2017,-37.79845655,Residential,217,Carlton,20,558135,,com_clue_offstreet_car_parking_2017.92209,Off Street Parking
92210,144.9680047,,,102771,60 Drummond Street,,2017,-37.8055228,Residential,268,Carlton,1,102771,,com_clue_offstreet_car_parking_2017.92210,Off Street Parking
92212,144.9459565,,,100053,373-387 Abbotsford Street,,2017,-37.79773054,Residential,325,North Melbourne,18,100053,,com_clue_offstreet_car_parking_2017.92212,Off Street Parking
92220,144.9571425,,,103799,48 Fitzgibbon Street,,2017,-37.7952566,Residential,915,Parkville,2,103799,,com_clue_offstreet_car_parking_2017.92220,Off Street Parking
92223,144.9427336,,,103559,76-78 Erskine Street,,2017,-37.79425409,Residential,305,North Melbourne,1,103559,,com_clue_offstreet_car_parking_2017.92223,Off Street Parking
92224,144.9689841,,,104439,17 Grattan Street,,2017,-37.80129205,Private,248,Carlton,4,104439,,com_clue_offstreet_car_parking_2017.92224,Off Street Parking
92228,144.9546424,,,107279,109 Park Drive,,2017,-37.79501155,Residential,922,Parkville,1,107279,,com_clue_offstreet_car_parking_2017.92228,Off Street Parking
92231,144.948121,,,104720,43 Hawke Street,,2017,-37.80650538,Residential,420,West Melbourne (Residential),1,104720,,com_clue_offstreet_car_parking_2017.92231,Off Street Parking
92232,144.9867272,,,110002,98-108 Wellington Parade,,2017,-37.81617284,Private,607,East Melbourne,102,110002,,com_clue_offstreet_car_parking_2017.92232,Off Street Parking
92233,144.969804,,,103718,132-150 Faraday Street,,2017,-37.79867572,Residential,216,Carlton,9,103718,,com_clue_offstreet_car_parking_2017.92233,Off Street Parking
92236,144.9488983,,,100591,16-22 Atkin Street,,2017,-37.8035703,Residential,345,North Melbourne,4,100591,,com_clue_offstreet_car_parking_2017.92236,Off Street Parking
92237,144.9900266,,,104843,1109 Hoddle Street,,2017,-37.81531554,Residential,605,East Melbourne,2,104843,,com_clue_offstreet_car_parking_2017.92237,Off Street Parking
92239,144.9460239,,,111168,611 Spencer Street,,2017,-37.80698805,Residential,414,West Melbourne (Residential),1,108881,,com_clue_offstreet_car_parking_2017.92239,Off Street Parking
92240,144.9489042,,,101806,39 Chapman Street,,2017,-37.79711819,Residential,352,North Melbourne,1,101806,,com_clue_offstreet_car_parking_2017.92240,Off Street Parking
92241,144.9866373,,,109901,322 Walsh Street,,2017,-37.83001391,Residential,854,South Yarra,4,109901,,com_clue_offstreet_car_parking_2017.92241,Off Street Parking
92242,144.9465185,,,105826,2 Little Baillie Street,,2017,-37.80109625,Residential,331,North Melbourne,1,105826,,com_clue_offstreet_car_parking_2017.92242,Off Street Parking
92243,144.9671297,,,105443,159-169 La Trobe Street,,2017,-37.80906373,Residential,87,Melbourne (CBD),38,105443,,com_clue_offstreet_car_parking_2017.92243,Off Street Parking
92245,144.9574602,,,108453,29-31 Royal Parade,,2017,-37.79614723,Private,916,Parkville,2,108453,,com_clue_offstreet_car_parking_2017.92245,Off Street Parking
92247,144.970552,,,108252,52-54 Rathdowne Street,,2017,-37.79924678,Private,220,Carlton,18,108252,,com_clue_offstreet_car_parking_2017.92247,Off Street Parking
92248,144.9560169,,,110708,535 Little Lonsdale Street,,2017,-37.8134766,Commercial,72,Melbourne (CBD),800,110707,,com_clue_offstreet_car_parking_2017.92248,Off Street Parking
92250,144.9854308,,,102025,74-80 Clowes Street,,2017,-37.83031939,Residential,853,South Yarra,4,102025,,com_clue_offstreet_car_parking_2017.92250,Off Street Parking
92254,144.9675175,,,106157,379 Lygon Street,,2017,-37.7956982,Residential,210,Carlton,1,106157,,com_clue_offstreet_car_parking_2017.92254,Off Street Parking
92255,144.9520111,,,109813,420-422 Victoria Street,,2017,-37.80519558,Residential,355,North Melbourne,1,109813,,com_clue_offstreet_car_parking_2017.92255,Off Street Parking
92257,144.9708282,,,100778,142-144 Barkly Street,,2017,-37.79998493,Residential,220,Carlton,1,100778,,com_clue_offstreet_car_parking_2017.92257,Off Street Parking
92258,144.9576857,,,108471,89 Royal Parade,,2017,-37.79428131,Residential,911,Parkville,1,108471,,com_clue_offstreet_car_parking_2017.92258,Off Street Parking
92261,144.9435654,,,604125,143-175 Harbour Esplanade,,2017,-37.8165193,Private,1108,Docklands,67,604125,,com_clue_offstreet_car_parking_2017.92261,Off Street Parking
92262,144.9737921,,,101470,170 Canning Street,,2017,-37.79448514,Residential,229,Carlton,1,101470,,com_clue_offstreet_car_parking_2017.92262,Off Street Parking
92263,144.9470068,,,645710,24 Little Baillie Street,,2017,-37.80116473,Residential,331,North Melbourne,1,645710,,com_clue_offstreet_car_parking_2017.92263,Off Street Parking
92266,144.9380999,,,101102,1-3 Boundary Road,,2017,-37.79701358,Private,311,North Melbourne,20,101102,,com_clue_offstreet_car_parking_2017.92266,Off Street Parking
92268,144.9613765,,,101242,63-69 Bouverie Street,,2017,-37.80495904,Residential,263,Carlton,16,101242,,com_clue_offstreet_car_parking_2017.92268,Off Street Parking
92269,144.9697111,,,103680,139 Faraday Street,,2017,-37.79916458,Residential,219,Carlton,2,103680,,com_clue_offstreet_car_parking_2017.92269,Off Street Parking
92270,144.975839,,,101781,65-75 Cathedral Place,,2017,-37.81108846,Residential,651,East Melbourne,1,101781,,com_clue_offstreet_car_parking_2017.92270,Off Street Parking
92271,144.9715295,,,103736,88-90 Faraday Street,,2017,-37.79890555,Residential,222,Carlton,1,103736,,com_clue_offstreet_car_parking_2017.92271,Off Street Parking
92272,144.9879488,,,109582,92 Vale Street,,2017,-37.81854892,Residential,657,East Melbourne,2,109582,,com_clue_offstreet_car_parking_2017.92272,Off Street Parking
92273,144.9388238,,,627721,41 South Wharf Drive,,2017,-37.82289369,Residential,773,Docklands,2,627721,,com_clue_offstreet_car_parking_2017.92273,Off Street Parking
92275,144.9444471,,,568593,661-667 Spencer Street,,2017,-37.80624547,Private,413,West Melbourne (Residential),5,568593,,com_clue_offstreet_car_parking_2017.92275,Off Street Parking
92276,144.9610783,,,101240,21-25 Bouverie Street,,2017,-37.80576072,Private,263,Carlton,6,101240,,com_clue_offstreet_car_parking_2017.92276,Off Street Parking
92278,144.9846925,,,100335,99-103 Albert Street,,2017,-37.81090389,Private,614,East Melbourne,3,100335,,com_clue_offstreet_car_parking_2017.92278,Off Street Parking
92279,144.9465926,,,101290,1 Brougham Street,,2017,-37.79413949,Residential,304,North Melbourne,1,101290,,com_clue_offstreet_car_parking_2017.92279,Off Street Parking
92280,144.9636498,,,110763,319-325 Collins Street,,2017,-37.81686635,Residential,24,Melbourne (CBD),74,110763,,com_clue_offstreet_car_parking_2017.92280,Off Street Parking
92281,144.9665978,,,101137,235-251 Bourke Street,,2017,-37.81376503,Private,46,Melbourne (CBD),85,101137,,com_clue_offstreet_car_parking_2017.92281,Off Street Parking
92282,144.9671568,,,105963,196-212 Little Collins Street,,2017,-37.81384227,Private,46,Melbourne (CBD),44,105963,,com_clue_offstreet_car_parking_2017.92282,Off Street Parking
92284,144.9505033,,,556121,45 Leveson Street,,2017,-37.80373058,Residential,354,North Melbourne,14,556121,,com_clue_offstreet_car_parking_2017.92284,Off Street Parking
92288,144.9463984,,,100067,445-447 Abbotsford Street,,2017,-37.79585629,Residential,308,North Melbourne,2,100067,,com_clue_offstreet_car_parking_2017.92288,Off Street Parking
92289,144.9664575,,,588604,68 La Trobe Street,,2017,-37.80822377,Residential,97,Melbourne (CBD),381,108562,,com_clue_offstreet_car_parking_2017.92289,Off Street Parking
92290,144.9576182,,,106992,29-35 O'Connell Street,,2017,-37.80508146,Residential,361,North Melbourne,44,106992,,com_clue_offstreet_car_parking_2017.92290,Off Street Parking
92291,144.952987,,,103821,87-89 Flemington Road,,2017,-37.79866485,Private,378,North Melbourne,5,103821,,com_clue_offstreet_car_parking_2017.92291,Off Street Parking
92293,144.9446848,,,102862,467-471 Dryburgh Street,,2017,-37.79407926,Residential,305,North Melbourne,9,102862,,com_clue_offstreet_car_parking_2017.92293,Off Street Parking
92295,144.9495756,,,103837,157 Flemington Road,,2017,-37.79589394,Private,353,North Melbourne,4,103837,,com_clue_offstreet_car_parking_2017.92295,Off Street Parking
92297,144.9803771,,,100847,200 Batman Avenue,,2017,-37.82181585,Private,659,Melbourne (Remainder),273,100847,,com_clue_offstreet_car_parking_2017.92297,Off Street Parking
92300,144.9493081,,,107116,24-30 O'Shanassy Street,,2017,-37.79992132,Residential,349,North Melbourne,6,107116,,com_clue_offstreet_car_parking_2017.92300,Off Street Parking
92301,144.9568715,,,109208,5 Story Street,,2017,-37.79670954,Residential,916,Parkville,2,109208,,com_clue_offstreet_car_parking_2017.92301,Off Street Parking
92304,144.95279,,,109946,51-63 Walsh Street,,2017,-37.80859734,Private,439,West Melbourne (Residential),20,109946,,com_clue_offstreet_car_parking_2017.92304,Off Street Parking
92305,144.9859866,,,107682,84 Powlett Street,,2017,-37.81394678,Residential,609,East Melbourne,1,107682,,com_clue_offstreet_car_parking_2017.92305,Off Street Parking
92306,144.9864043,,,102020,43-49 Clowes Street,,2017,-37.83094718,Residential,857,South Yarra,4,102020,,com_clue_offstreet_car_parking_2017.92306,Off Street Parking
92310,144.9436428,,,102931,116 Dryburgh Street,,2017,-37.80390383,Residential,341,North Melbourne,1,102931,,com_clue_offstreet_car_parking_2017.92310,Off Street Parking
92313,144.9533979,,,104125,4 Gardiner Street,,2017,-37.80443936,Residential,356,North Melbourne,1,104125,,com_clue_offstreet_car_parking_2017.92313,Off Street Parking
92314,144.9847238,,,104974,168 Hotham Street,,2017,-37.81368762,Residential,616,East Melbourne,1,104974,,com_clue_offstreet_car_parking_2017.92314,Off Street Parking
92315,144.9623766,,,101267,104-114 Bouverie Street,,2017,-37.80394745,Private,256,Carlton,18,101267,,com_clue_offstreet_car_parking_2017.92315,Off Street Parking
92316,144.9490086,,,107922,547-553 Queensberry Street,,2017,-37.80323405,Private,345,North Melbourne,1,107922,,com_clue_offstreet_car_parking_2017.92316,Off Street Parking
92317,144.9404232,,,105500,49-63 Laurens Street,,2017,-37.80400445,Private,1012,North Melbourne,10,105500,,com_clue_offstreet_car_parking_2017.92317,Off Street Parking
92318,144.9558104,,,101016,22 Benjamin Street,,2017,-37.79616618,Residential,917,Parkville,2,101016,,com_clue_offstreet_car_parking_2017.92318,Off Street Parking
92319,144.9398032,,,567841,139-169 Laurens Street,,2017,-37.80144042,Private,1012,North Melbourne,205,567841,,com_clue_offstreet_car_parking_2017.92319,Off Street Parking
92320,144.9571514,,,103798,50 Fitzgibbon Street,,2017,-37.79518789,Residential,915,Parkville,1,103798,,com_clue_offstreet_car_parking_2017.92320,Off Street Parking
92322,144.9692835,,,108161,201-231 Rathdowne Street,,2017,-37.80195849,Private,248,Carlton,10,108161,,com_clue_offstreet_car_parking_2017.92322,Off Street Parking
92324,144.9591876,,,110091,15-33 William Street,,2017,-37.8192157,Commercial,12,Melbourne (CBD),300,110091,,com_clue_offstreet_car_parking_2017.92324,Off Street Parking
92326,144.9464759,,,100074,465 Abbotsford Street,,2017,-37.79542817,Residential,308,North Melbourne,2,100074,,com_clue_offstreet_car_parking_2017.92326,Off Street Parking
92328,144.9572033,,,103790,66 Fitzgibbon Street,,2017,-37.79476265,Residential,915,Parkville,1,103790,,com_clue_offstreet_car_parking_2017.92328,Off Street Parking
92330,144.9850951,,,108672,2 St Leonards Court,,2017,-37.82914264,Residential,853,South Yarra,2,108672,,com_clue_offstreet_car_parking_2017.92330,Off Street Parking
92331,144.9549791,,,107286,133 Park Drive,,2017,-37.79464423,Residential,922,Parkville,1,107286,,com_clue_offstreet_car_parking_2017.92331,Off Street Parking
92333,144.9604206,,,106435,21-31 Market Street,,2017,-37.81864585,Residential,13,Melbourne (CBD),34,106435,,com_clue_offstreet_car_parking_2017.92333,Off Street Parking
92335,144.9720281,,,560379,36 Pitt Street,,2017,-37.79557201,Residential,226,Carlton,1,560379,,com_clue_offstreet_car_parking_2017.92335,Off Street Parking
92337,144.9441026,,,101300,43-45 Brougham Street,,2017,-37.79393134,Residential,305,North Melbourne,4,101300,,com_clue_offstreet_car_parking_2017.92337,Off Street Parking
92339,144.9454603,,,100043,257 Abbotsford Street,,2017,-37.80123866,Residential,334,North Melbourne,1,100043,,com_clue_offstreet_car_parking_2017.92339,Off Street Parking
92341,144.9695439,,,103682,145 Faraday Street,,2017,-37.79915643,Residential,219,Carlton,1,103682,,com_clue_offstreet_car_parking_2017.92341,Off Street Parking
92343,144.985899,,,107685,62-68 Powlett Street,,2017,-37.81459125,Residential,608,East Melbourne,1,107685,,com_clue_offstreet_car_parking_2017.92343,Off Street Parking
92344,144.9448277,,,102911,332-344 Dryburgh Street,,2017,-37.79796385,Residential,325,North Melbourne,18,102911,,com_clue_offstreet_car_parking_2017.92344,Off Street Parking
